Year,Value
1991,15.09
1992,14.33
1993,15.16
1994,15.74
1995,14.82
1996,14.64
1997,15.68
1998,14.51
1999,13.11
2000,13.17
2001,12.52
2002,12.56
2003,13.46
2004,13.41
2005,12.48
2006,10.97
2007,10.62
2008,10.87
2009,11.53
2010,10.7
2011,11.27
2012,11.84
2013,11.96
2014,11.66
2015,10.65
2016,10.81
2017,10.18
2018,9.42
2019,9.82
2020,10.17
