Year,Value
1996,535.9
1997,510.98
1998,497.46
1999,522.65
2000,475.54
2001,452.43
2002,478.41
2003,466.6
2004,467.7
2005,440.77
2006,447.16
2007,457.31
2008,443.16
2009,453.71
2010,456.82
2011,441.82
2012,429.32
2013,449.89
2014,437.56
2015,449.71
2016,472.14
2017,432.1
2018,408.95
2019,412.9
2020,402.05
