Year,Value
1980,4.3
1981,4.3
1982,4.3
1983,4.4
1984,4.5
1985,4.3
1986,4.5
1987,4.7
1988,4.5
1989,5.5
1990,5.2
1991,5.1
1992,4.7
1993,4.5
1994,4.6
1995,4.8
1996,4.9
1997,5.1
1998,5.6
1999,5.9
2000,6.1
2001,6.3
2002,6.5
2003,6.5
2004,6.7
2005,7.1
2006,7.2
2007,7.5
2008,7.2
2009,7.2
2010,6.8
2011,6.8
2012,6.8
2013,6.8
2014,7.0
2015,7.7
2016,7.5
2017,7.8
2018,7.7
