Year,Value
1987,0.0131
1988,0.0636
1989,0.0351
1990,0.146
1991,0.0268
1992,0.0175
1993,0.0081
1994,0.1961
1995,0.7583
1996,0.2841
1997,0.0045
1998,0.0142
1999,0.0193
2000,1.2552
2001,0.0006
2002,0.0132
2003,0.0004
2004,0.0092
2005,0.0014
2006,0.0437
2007,0.0024
2008,1.0626
2009,0.0042
2010,0.0215
2011,0.0343
2012,0.0006
2013,0.0002
2014,0.0003
2015,0.016
2016,0.0002
2017,0.0082
2018,0.0011
