Year,Value
2003,4.9
2004,5.5
2005,4.6
2006,4.7
2007,4.0
2008,4.5
2009,7.7
2010,7.4
2011,6.7
2012,5.9
2013,5.5
2014,5.7
2015,4.6
2016,4.1
2017,3.9
2018,4.9
