Year,Value
2004,10.0
2005,9.7
2006,9.6
2007,10.1
2008,10.0
2009,10.2
2010,9.8
2011,9.2
2012,7.9
2013,9.3
2014,7.9
2015,9.2
2016,8.8
2017,10.3
2018,9.0
