Year,Value
1997,0.41407836200000003
1998,0.394027708
1999,0.40501855600000003
2000,0.435865179
2001,0.511642878
2002,0.467209132
2003,0.387678626
2004,0.329308438
2005,0.300784685
2006,0.305819215
2007,0.2431074
2008,0.30609537800000003
2009,0.454821752
2010,0.477854844
2011,0.41813745700000005
2012,0.44729947600000003
2013,0.397326422
2014,0.372563342
2015,0.401640803
2016,0.351121205
2017,0.34542496799999994
