Year,Value
1996,0.37
1997,0
1998,1.46
1999,0
2000,0.36
2001,1.75
2002,0.35
2003,0.35
2004,0
2005,0
2006,0.33
2007,0
2008,0.94
2009,0.63
2010,0.31
2011,0.63
2012,1.25
2013,0.93
2014,0
2015,0.3
2016,0
2017,0.29
2018,1.13
2019,0.55
