Year,Value
2004,58.8000
2005,60.0000
2006,60.7000
2007,71.4000
2008,67.3000
2009,69.6000
2010,70.3000
2011,71.5000
2012,72.4000
2013,71.7000
2014,70.5000
2015,70.3000
2016,72.7000
2017,71.6000
2018,76.7000
