Year,Value
2006,0.4858824
2007,4.4280828
2008,1.9336521
2009,1.6910647
2010,-1.8196053
2011,1.0588952
2012,-0.4547809
2013,1.6646885
2014,-0.2589976
2015,1.6620031
2016,1.8045264
2017,-0.1645704
2018,1.7512831
