Year,Value
1996,12.32
1997,12.23
1998,11.01
1999,11.24
2000,17.92
2001,12.70
2002,10.47
2003,9.01
2004,12.05
2005,11.24
2006,10.67
2007,12.03
2008,12.05
2009,11.27
2010,14.48
2011,8.48
2012,11.58
2013,15.22
2014,13.51
2015,12.46
2016,12.03
2017,10.05
2018,9.76
2019,10.92
2020,12.91

