Year,Value
1991,16.21621622
1992,15.12052593
1993,16.03221083
1994,16.92084241
1995,15.79689704
1996,15.70422535
1997,16.54929577
1998,15.48343475
1999,13.95955643
2000,13.87468031
2001,13.20754717
2002,13.14613912
2003,12.84987277
2004,13.09904153
2005,12.43811881
2006,10.89517079
2007,10.25352113
2008,10.44109436
2009,10.71428571
2010,10.39426523
2011,10.93189964
2012,11.6499113
2013,11.42857143
2014,11.07986502
2015,10.28851388
2016,10.07345226
2017,9.690721649
2018,9.072580645
