Year,Value
1981,0.000
1982,0.000
1983,0.000
1984,0.000
1985,0.000
1986,0.000
1987,0.058
1988,0.000
1989,0.000
1990,0.059
1991,0.000
1992,0.000
1993,0.000
1994,0.000
1995,0.000
1996,0.000
1997,0.000
1998,0.000
1999,0.000
2000,0.000
2001,0.058
2002,0.000
2003,0.000
2004,0.000
2005,0.000
2006,0.000
2007,0.000
2008,0.000
2009,0.000
2010,0.000
2011,0.050
2012,0.000
2013,0.000
2014,0.000
2015,0.000
2016,0.000
2017,0.000
