Year,Value
1998,82.81542066
1999,86.93826921
2000,87.79910742
2001,82.33812484
2002,79.05642639
2003,79.71239046
2004,85.25455618
2005,95.42335561
2006,98.69124952
2007,95.24157694
2008,63.46843603
2009,65.94708333
2010,67.75611312
2011,75.37686115
2012,77.60499189
2013,81.41090629
2014,85.22620201
2015,85.55260313
2016,114.1511825
2017,87.42822118
2018,87.89234326
